crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,layer_id,layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivo de Arroz,Rice Crops,"Rice (grass) planting in continuous plots larger than 2 hectares. One crop is grown per year during the summer cycle. Rice cultivation in Uruguay is based on a low-intensity production system, in rotation with pastures and integrated with livestock production (Rice Growers Association).",F3.3,Rice paddies,F3.3 Rice paddies,109
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivo de Ca¤a de Azucar,Sugar Cane Crops,Large plots (over 2 hectares) with an average farm size of 20 hectares. The entire crop is irrigated using a furrow irrigation system. Surface water resources are used through storage and regulation works or elevated platform pumping systems to ensure water supply.,T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivo de invierno,Winter Crops,"Herbaceous cultivation of grasses or legumes on large plots larger than 4 to 5 hectares, under rainfed winter conditions. They consist mainly of annual winter cereal or oilseed crops.",T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivo de invierno y verano (Doble Cultivo),Winter and Summer Crops (Double Cropping),"Herbaceous cultivation of grasses or legumes on large plots, larger than 2 hectares. They consist mainly of annual cereal or oilseed crops, both winter and summer.",T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivo de verano,Summer Crops,"Herbaceous cultivation of grasses or legumes on large plots larger than 4 to 5 hectares, under dryland conditions. They consist mainly of annual summer cereal or oilseed crops.",T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivos peque¤os,Small Crops,"Herbaceous crops on small plots, less than 2 hectares, with irrigation or rainfed farming. This mainly refers to horticultural crops: potatoes, tomatoes, bell peppers, strawberries, eggplant, melons, cucumbers, lettuce, and others.",T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Cultivos pequeños,Small Crops,"Herbaceous crops on small plots, less than 2 hectares, with irrigation or rainfed farming. This mainly refers to horticultural crops: potatoes, tomatoes, bell peppers, strawberries, eggplant, melons, cucumbers, lettuce, and others.",T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Frutales,Fruit Trees,"Plantation of perennial trees or shrubs: citrus, pome and stone fruit trees, vines and olive trees.",T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Monte de abrigo y sombra,Shelter and Shade Plantation,"plantation on areas less than 5 hectares, generally of various species of Eucalyptus that is used in order to provide shelter and shade to livestock.",T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Palmares,Palm Groves,"Plant ecosystems consisting of a tree layer (palms) and a herbaceous layer. In these ecosystems, the density is between 250 and 500 palms per hectare. There are two large areas in the country where they are concentrated: the “Butiá Palm” (Butiá capitata) groves located in the East (Cerro Largo, Treinta y Tres, Maldonado and Rocha) and the “Yatay Palm” (Butiá yatay) groves located in the Northeast of the country.",T4.2,Pyric tussock savannas,T4.2 Pyric tussock savannas,23
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Pastizal,Grassland,"Herbaceous vegetation composed mainly of grasses, with the presence of woody plants (less than 15%). The botanical composition, productivity, and seasonality of pastures vary according to soil type and land use.",NA,Not referable,Not referable,255
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Pastizal Con Afloramiento Rocoso,Grassland with Rocky Outcrop,This category includes areas with herbaceous layers alternating with patches dominated by a relatively continuous rock surface. It is found primarily in transition zones between crystalline rock outcrops and grasslands.,T3.4,"Young rocky pavements, lava flows and screes","T3.4 Young rocky pavements, lava flows and screes",19
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Pastizal Húmedo y/o Periodicamente Inundado,Wet or Periodically Flooded Grassland,"Areas that are temporarily flooded, located in areas with very little or no slope. It is characterized by the absence of waterlogging for most of the year. There is a gradual transition to prairie or grassland.",TF1.4,Seasonal floodplain marshes,TF1.4 Seasonal floodplain marshes,73
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Pastizal de Uso Agrícola,Agricultural Grassland,Herbaceous vegetation composed mainly of grasses in areas of agricultural use that were cultivated in previous years.,T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Pastizal de uso agrícola,Agricultural Grassland,Herbaceous vegetation composed mainly of grasses in areas of agricultural use that were cultivated in previous years.,T7.1,Annual croplands,T7.1 Annual croplands,46
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Pastizal y Palmares,Grassland and Palm Groves,"Plant ecosystems consisting mainly of a herbaceous layer with trees (palms) at a density of less than 250 palms per hectare. There are two large areas in the country where they are concentrated: the “Butiá Palm” (Butiá capitata) groves located in the East (Cerro Largo, Treinta y Tres, Maldonado and Rocha) and the “Yatay Palm” (Butiá yatay) groves located in the Northeast of the country.",T4.2,Pyric tussock savannas,T4.2 Pyric tussock savannas,23
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Plantaci¢n Forestal nueva o cosechada,New or Harvested Forest Plantation,Plantación de árboles de genero Pino y Eucaliptus sin cobertura . Esta clase incluye forestaciones jóvenes así como también forestación recientemente cosechada.,T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Plantación Forestal Eucaliptus,Forest Plantation (Eucalyptus),"Plantation of trees of the genus Eucalyptus, whether adults or new.",T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Plantación Forestal Mixta o Desconocida,Mixed or Unknown Forest Plantation,"Plantation of trees of mixed or unknown species, whether adults or new.",T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Plantación Forestal Pino,Forest Plantation (Pine),"Plantation of trees of the genus Pinus, whether adults or new.",T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Plantación Forestal nueva o cosechada,New or Harvested Forest Plantation,Plantación de árboles de genero Pino y Eucaliptus sin cobertura . Esta clase incluye forestaciones jóvenes así como también forestación recientemente cosechada.,T7.3,Plantations,T7.3 Plantations,48
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Roca Consolidada,Consolidated Rock,"This category includes rock outcrops from different geological formations. In the field, they are often accompanied by clusters of shrubs and trees.",T3.4,"Young rocky pavements, lava flows and screes","T3.4 Young rocky pavements, lava flows and screes",19
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Suelo Desnudo,Bare Soil,"Areas consisting of exposed surfaces generally associated with some natural or anthropogenic process linked to inappropriate practices. For example, gullies and ravines produced by erosion.",NA,Not referable,Not referable,255
10/09/2026,Tess_Harmer,2.1,409,mvot_uruguay_lcov_2024,26715,LCCS_Uy_2021_2022_xxxxxx_OA,SUBCLASE,Suelo Desnudo de Uso Agrícola,None,None,T7.1,Annual croplands,T7.1 Annual croplands,46
